nome,cidade,estado,bairro,endereco,cep,email,latitude,longitude,numero
CRAS - CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,Alto Boa Vista,MT,SETOR CECCATTO,BELLA VISTA,78665000,cras-abv@hotmail.com,-116.686700092379,-51.375675201416,483
CRAS JOÃO CUSTÓDIO DA SILVA,Alto Caparaó,MG,INDEPENDÊNCIA,AVENIDA PICO DA BANDEIRA,36979000,assistenciasocialdealtocaparao@yahoo.com.b,-20.4462754177421,-41.8720507621765,1199
CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL DURVALINA DA MATA SOARES,Alto Garças,MT,CENTRO,TRAVESSA DOS RODOVIÁRIOS,78770000,crasaltogarcas@gmail.com,-169.523810445695,-535.28459072113,191
CRAS - CASA DA FAMILIA,Alto Horizonte,GO,CENTRO,RIBEIRO OTONI,76560000,assistenciasocial@altohorizonte.go.gov.br,-14.1941852949779,-49.3394923210144,92
CRAS - Casa das Famílias,Alto Jequitibá,MG,Centro,Catarina Eller,36976000,crascoordenacao1@hotmail.com,-204.214125337822,-41.9669848680496,281
CRAS DE ALTO LONGÁ,Alto Longá,PI,CENTRO,CANTIDIO SARAIVA,64360000,crasaltolongapi@hotmail.com,-5.251e-11,-4.221e-11,385
CRAS A CASA DA FAMILIA,Alto Paraguai,MT,Centro,Sete de Setembro,78410000,cras.altoparaguai@hotmail.com,-145.144311044726,-56.4840710163116,350
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL VICENTE SIMINO,Alto Paraná,PR,CENTRO,PLATÃO,87750000,crasaltopr@hotmail.com,-23.1306913057389,-523.20692539215,1894
CRAS - CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,Alto Paraíso,PR,CENTRO,ARAPONGAS,87528000,crasaltoparaiso@hotmail.com,-235.057213177556,-53.7265080213546,693
CRAS - Alto Paraíso,Alto Paraíso,RO,Centro,PAULO VI,76862000,crasap_ro@hotmail.com,-97.2620954676031,-63.3161830902099,4296
CRAS NOVO HORIZONTE,Alto Paraíso de Goiás,GO,Novo Horizonte,Abilio Szervinsks,73770000,coordenacaocras@altoparaiso.go.gov.br,-141.450260843848,-47.5150698423385,17
CRAS Centro de Referência de Assistencia Social,Alto Parnaíba,MA,CENTRO,HOMERINO DUARTE SEGADILHA,65810000,semasaltoparnaiba.ma@hotmail.com,-91.1341067267131,-45.9317660334636,0
CRAS PROFESSOR ZILIO BORDIGNON,Alto Piquiri,PR,CENTRO,GETULIO VARGAS,87580000,crasap@hotmail.com,-240.204647055047,-53.4433197976613,1162
Casa da Família de Alto Rio Doce-MG,Alto Rio Doce,MG,CENTRO,"Praça de Esportes, s/n",36260000,dmasard@gmail.com,-21.0229224582856,-43.4159517288208,0
CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL DE ALTO RIO NOVO - CRAS,Alto Rio Novo,ES,Centro,José Marques,29760000,cras.altorionovo2017@hotmail.com,-190.56517686296,-410.190385580062,377
CRAS Casa do Cidadão,Alto Santo,CE,Dom Pompeu,Aderson Bessa,62970000,crasaltosanto2010@hotmail.com,-551.851496323518,-38.2673335075378,0
CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,Alto Taquari,MT,13 PONTOS,DOS PIONEIROS,78785000,cras@altotaquari.mt.gov.br,-17.8408767698872,-53.2829135656356,200
CRAS - Centro de Referência da Assistência Social,Alto do Rodrigues,RN,SÃO FRANCISCO,MARIA GIONAR FERREIRA DA CUNHA,59507000,cras@altodorodrigues.rn.gov.br,-52.9954905909534,-36.7595844279276,254
CRAS - CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL II,Altos,PI,SANTA INÊS,COLORADO,64290000,semdscaltos.pi@gmail.com,-50.4161335033212,-42.4420952796936,2000
CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL - CASA DAS FAMILIAS,Altos,PI,CENTRO,RUA VICENTE PESTANA,64290000,cras.altos@hotmail.com,-5.0366673e-07,-4.24558841e-06,320
CRAS - CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,Altônia,PR,centro,Rua dos Comercciários,87550000,cras.altonia@hotmail.com,-2.3874e-10,-5.3902e-10,105
CRAS,Alumínio,SP,Irema,"Rua Jose Lourenço, s/n",18125000,cras@aluminio.sp.gov.br,-235.05470434238,-47.2811436653137,0
CRAS ALVARENGA,Alvarenga,MG,NOSSA SENHORA DAS GRAÇAS,SILVIA ARAUJO DE SOUZA,35249000,crasalvarenga09@hotmail.com,-194.153236721768,-417.281448841095,38
CRAS CENTRO DE REFERENCIA DE ASSISTÊNCIA SOCIAL - CRAS,Alvarães,AM,CENTRO,TIBIRIÇA,69540000,semas2021alvaraes@gmail.com,-32.1195776698593,-64.8111176490783,587
CRAS THOMAZ RODRIGUES ALCKMIN,Alvinlândia,SP,Centro,Rua Getulio Vargas,17430015,cras@alvinlandia.sp.gov.br,-22.4420245949072,-4.97640484571457,66
CRAS -centro de Referencia de Assistencia Social,Alvinópolis,MG,CENTRO,RUA FONSECA,35950000,acaosocialalvinopolis@outlook.com,-20.1128830259942,-4.30605161190033,255
CRAS CEDRO,Alvorada,RS,CEDRO,BARONESA DO GRAVATAÍ,94828090,cras-cedro@alvorada.rs.gov.br,-2.99891762e-06,-5.10622626e-06,321
CRAS UMBU,Alvorada,RS,CAMPOS VERDES,CATUMBI,94828200,cras-umbu@alvorada.rs.gov.br,-2.99891534e-06,-5.10523055e-06,110
CRAS PIRATINI,Alvorada,RS,PIRATINI,JOÃO DE DEUS,94852230,cras-piratini@alvorada.rs.gov.br,-300.079800190156,-510.478019714355,287
CRAS,Alvorada,TO,Centro,Rua 07 de Setembro,77480000,alvorada.cras@gmail.com,-124.808279673004,-49.1241216659545,0
CRAS SANTA BARBARA,Alvorada,RS,Santa Bárbara,SANTA BÁRBARA,94853800,cras-santabarbara@alvorada.rs.gov.br,-30.025686507565,-51.0676503181457,689
CRAS NOVA AMERICANA,Alvorada,RS,SUMARÉ,Santa Catarina,94824100,cras-novaamericana@alvorada.rs.gov.br,-2.9990766e-07,-5.10708618e-06,80
CRAS - CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,Alvorada D'Oeste,RO,Três Poderes,Marechal Deodoro da Fonseca,76930000,fmas@alvoradadooeste.ro.gov.br,-11.3550305828269,-62.2852009534835,4695
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL DE ALVORADA DE MINAS,Alvorada de Minas,MG,CENTRO,RUA PADRE PARAISO,39140000,cras_alvorada@hotmail.com,-187.361063193166,-43.3684873580932,239
CRAS - CASA DA FAMÍLIA,Alvorada do Gurguéia,PI,CENTRO,RUA SALVADOR FERREIRA MARCELINO,64923000,cmasalvorada@hotmail.com,-84.4641506137522,-438.629364967346,0
CRAS,Alvorada do Norte,GO,Alvoradinha,Rua Major Moura Bastos,73950000,cras.alvoradadonorte@gmail.com,-144.804752936097,-46.5155124664306,0
CRAS - CLUBE DO IRMAO CAÇULA,Alvorada do Sul,PR,CONJUNTO RENASCER,ROSA IMPERATORE ALVES,86150000,social.alvorada@yahoo.com.br,-227.820029677441,-512.273061275482,1250
CRAS Central,Além Paraíba,MG,Praça da Bandeira,Capitão Medeiros de Rezende,36660000,cras.central@alemparaiba.mg.gov.br,-218.778551353006,-426.860971748828,188
CRAS Angustura,Além Paraíba,MG,Angustura,Doutor Getulio Vargas,36660000,cras.angustura@alemparaiba.mg.gov.br,-21.7476416215546,-42.6773571968078,105
CRAS Goiabal,Além Paraíba,MG,GOIABAL,Padre Francisco Xavier Butinhá,36660000,cras.goiabal@alemparaiba.mg.gov.br,-21.866517120279,-4.26673150062561,240
CRAS VOVÓ JULIETA,Amajari,RR,CENTRO,SANTA LUZIA,69343000,crasamajari@hotmail.com,365.25590048282,-61.3703155517578,100
CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,Amambai,MS,VILA CRISTINA,SEBASTIÃO ESPÍNDOLA,79990000,cras_amambai@hotmail.com,-23.0906871297937,-552.43055820465,0
CRAS DE AMAPORÃ,Amaporã,PR,CENTRO,CEARÁ,87850000,cras@amapora.pr.gov.br,-23.0992139328034,-527.858304977417,2
CRAS MARIA DARCIRIA,Amapá,AP,CABRALZINHO,SENADOR LEMOS,68950000,semasamapaap@gmail.com,205.205186961557,-50.7920265197753,0
CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,Amapá do Maranhão,MA,CENTRO,RUA BEIJAMIM CONSTANTE,65293000,semasamapadomaranhao@gmail.com,-1.67307483862882,-4.59480443731819,62
CRAS Amaraji,Amaraji,PE,João Paulo II,Rua das Acácias,55515000,cras.amaraji.pe@gmail.com,-83.7213127215863,-3.54585886001587,0
CRAS das Famílias,Amaral Ferrador,RS,Centro,Simão Barbosa,96635000,crasamaralferrador2023@gmail.com,-308.758187621903,-52.2523391246795,727
CRAS - Centro de Referencia de Assistencia Social,Amaralina,GO,centro,Antonio Correia de Miranda,76493000,crasamaralina@hotmail.com,-139.304017338733,-49.2948389053344,2
CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,Amarante,PI,CENTRO,AVENIDA DIRCEU ARCOVERDE,64400000,semasamarantepi@hotmail.com,-6.241e-11,-4.2855e-10,75
CRAS I- SEDE,Amarante do Maranhão,MA,Trizidela,Rua 7 de setembro,65923000,secassistenciasocialamarante@gmaill.com,-5.55915398769311,-46.7520446773414,0
CRAS II - MUNDO NOVO,Amarante do Maranhão,MA,POVOADO MUNDO NOVO,SÃO JOSÉ,65923000,secdeassistenciaamarante@gmail.com,-55.1241502489417,-46.7918357974849,1102
CRAS MANOEL PATROCÍNIO DE MORAIS,Amargosa,BA,Santa Rita,MARIA MADALENA ALMEIDA DE QUEIROZ,45300000,crasmpm@amargosa.ba.gov.br,-130.16391011437,-39.6006274223327,49
CRAS CIDADE JARDIM,Amargosa,BA,Catiara,São Cristovão,45300000,crasamargosa@hotmail.com,-13.0315267332012,-3.95903491973877,1182
CRAS CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,Amaturá,AM,SANTA ETELVINA,RUA BENVINDA ALVES,69620000,aldeneryssemas2022@gmail.com,-336.239532391658,-68.1957006454467,0
CRAS Jardim Nossa Senhora Aparecida,Americana,SP,Jardim Nossa Senhora Aparecida,Caetano de Campos,13474451,crasnsa@americana.sp.gov.br,-227.058790107345,-472.989535331726,60
CRAS São Jerônimo,Americana,SP,São Jerônimo,Carlos Vassalo,13469710,crassj@americana.sp.gov.br,-227.12401199175,-47.366035580635,392
CRAS Praia Azul,Americana,SP,Jardim São Benedito,Maranhão,13476735,craspa@americana.sp.gov.br,-22.7455813588613,-47.2438341379165,1595
CRAS Vila Mathiensen,Americana,SP,Jardim dos Lírios,Pica Pau,13467261,crasvm@americana.sp.gov.br,-22.7651165792862,-47.3267036676406,80
CRAS SÃO MANOEL,Americana,SP,SÃO MANOEL,SÃO THIAGO,13472230,crassmanoel@americana.sp.gov.br,-227.296750842429,-473.16913604736305,320
CRAS Jardim Guanabara,Americana,SP,Jardim Guanabara,Tijuca,13471390,crasguanabara@americana.sp.gov.br,-227.204471127445,-473.33124876022305,182
Centro de Referência de Assistência Social,Americano do Brasil,GO,Setor Aeroporto,Modesto Simões,76165000,cras_ame@hotmail.com,-16.2608224361244,-49.9842309951782,0
CRAS CASA DA FAMILIA,Ametista do Sul,RS,CENTRO,JOÃO DE CASTRO,98465000,crasametista@gmail.com,-273.654598115396,-531.809198856353,103
CRAS - Centro de Referência de Assistência Social,Amontada,CE,Flores,Antonio Tomé,62540000,crasamontada@outlook.com,-33.6779333381967,-398.30503463745106,0
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - REGIÃO PRAIANA,Amontada,CE,Distrito de Sabiaguaba,Principal,62540000,craspraiano@gmail.com,-32.3703323438368,-39.7877168655395,0
CRAS DE AMORINOPOLIS,Amorinópolis,GO,VILA UNIAO,POUSO ALTO,76140000,social.amorinopolis@gmail.com,-166.300650509505,-51.0943865776062,275
CRAS - AMPARO/PB,Amparo,PB,Centro, Vereador Cicero  Soares,58548000,crasamparopb@gmail.com,-75.6962877240843,-37.0642232894897,0
CRAS - Centro de Referencia Assistencia Social,Amparo,SP,Conjunto Habitacional Alberto Marques,Afonso Geremias,13905670,cras2@amparo.sp.gov.br,-2.27072675e-06,-4.68147655e-06,295
CRAS - Centro de Referencia Assistencia Social,Amparo,SP,Centro,Francisco Prestes Maia,13900200,cras1@amparo.sp.gov.br,-226.992754733044,-46.7596719413995,1119
CRAS José Correia dos Santos,Amparo de São Francisco,SE,centro,ABRAAO FREIRE,49920000,secass.social.amparo.se@gmail.com,-101.340529389534,-369.28567886352494,0
CRAS Casa da Família,Amparo do Serra,MG,Conceição,Maria Lima,35444000,cras@amparodoserra.mg.gov.br,-20.5123340256065,-427.95352935791,18
CRAS CENTRO DE REFERENCIA DE ASSISTÊNCIA SOCIAL,Ampére,PR,Centro,Presidente Kennedy,85640000,assistenciasocial@ampere.pr.gov.br,-259.189700470774,-534.75501537323,1460
CRAS Nair Paim,Amélia Rodrigues,BA,centro,Justiniano Silva,44230000,cras.nairpaim2023@outlook.com,-12.3990868303141,-38.754916191101,56
CRAS Unidos por um Mundo Melhor,América Dourada,BA,Centro,Romão Gramacho,44910000,crasdouradaamerica@gmail.com,-114.530439310206,-41.4369106292724,77
CRAS LUIS OMETTO,Américo Brasiliense,SP,Luis Ometto,Rua Antonio Nelson  de Carvalho,14820554,coordenacao.cras@americobrasiliense.sp.gov,-217.398087536842,-48.1068563461303,1108
CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL - CRAS,Américo de Campos,SP,CENTRO,SÃO JOÃO,15550000,cras_americo@hotmail.com,-2.0299e-10,-4.9732e-10,1060
CRAS ELIANA TENÓRIO TAVEIROS ARAÚJO,Anadia,AL,CHÃ DA MANGABEIRA,AV VALDEMAR DE OLIVEIRA S/N,57660000,cras.anadia2015@gmail.com,-9.684e-11,-3.6304e-10,0
CRAS LINDO HORIZONTE,Anagé,BA,centro,LINDO HORIZONTE CENTRO,45180000,janimariadamatasoares@gmail.com,-14.6225584135869,-41.0832238197326,0
CRAS CENTRAL,Anagé,BA,Augusto Vieira,RUA JOSÉ DIAS,45180000,crasanageba@gmail.com,-1.46119679e-06,-4.11401752e-06,91
CRAS - CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL DE ANAHY,Anahy,PR,CENTRO,LEONARDO APARECIDO DOBICZ,85425000,crasanahy@hotmail.com,-246.492014519468,-53.1348395347595,360
CRAS CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,Anajatuba,MA,CENTRO,MAGALHAAES DE ALMEDA,65490000,crasanajatuba21@gmail.com,-326.505469984188,-44.6146416664123,0
CRAS Yullys Jordan,Anajás,PA,Cidade Nova II,Antonio Cardoso,68810000,crasanajas@gmail.com,-98.67573714394278,-49.9366164207458,0
CRAS ANALÂNDIA,Analândia,SP,CENTRO,2,13550000,analandiacras@gmail.com,-221.273721720592,-476.658969654636,30
CRAS - CASA DAS FAMILIAS,Anamã,AM,CENTRO,ALVARO MAIA,69445000,anama.am.cras@gmail.com,-357.999803130224,-61.4050769805908,0
CRAS JADERLANDIA,Ananindeua,PA,ATALAIA,BOM JESUS,67013887,crasjaderlandia02@gmail.com,-137.926249176036,-48.4269618988037,2000
CRAS COMPLEXO DA CIDADE NOVA VI,Ananindeua,PA,COQUEIRO,"Cidade Nova VI, SN 22",67140000,crascomplexovi@gmail.com,-134.489701456554,-48.3959341049194,22
CRAS DANIEL REIS,Ananindeua,PA,MAGUARI,DO SOL,67000000,crasdanielreis.psb@gmail.com,-1.3546736e-07,-4.83769105e-06,7
CRAS  - 40 HORAS,Ananindeua,PA,40 Horas,LOTEAMENTO ANTONIO CONSELHEIRO,67120485,cras40h@gmail.com,-13.3902518398651,-48.4204149238939,17
CRAS  DISTRITO,Ananindeua,PA,DISTRITO INDUSTRIAL,MANOEL DE SOUSA,67030660,crasdistrito@gmail.com,-13.513647119405,-48.3650779724121,4
CRAS GUANABARA,Ananindeua,PA,GUANABARA,OSEIAS SILVA,67010510,crasguanabara@gmail.com,-139.763559183409,-4.84157395362854,767
CRAS UIRAPURU,Ananindeua,PA,ICUI GUAJARÁ,"Passagem Santa Fé, conjunto UIRAPURU, W",67125000,crasuirapuru@gmail.com,-132.780109285039,-48.3998727795551,0
CRAS ESTRELA ANANIN,Ananindeua,PA,AGUAS LINDAS,RUA 11,67020490,crasestrela2019@hotmail.com,-139.100713437833,-48.3790898323059,46
CRAS SANTANA DO AURA,Ananindeua,PA,ÁGUAS LINDAS,RUA SÃO JORGE  PARQUE AURA,67020590,santanaaura4@gmail.com,-140.700978611344,-48.3819437026977,0
CRAS CURUÇAMBA,Ananindeua,PA,CURUÇAMBA,Rua Ferreira Gomes,67145000,crascurucamba@gmail.com,-133.280891736214,-4.83749270439148,194
CRAS Centro de Referência de Assistencia Social de Ananás - To,Ananás,TO,Chapadinha II,Rua Mato Grosso,77890000,ananascras@gmail.com,-63.7708048780312,-480.70785999298,0
CRAS Casa das Famílias de Anapu,Anapu,PA,Novo Progresso,Rua Cinco,68365000,crasanapu2021@gmail.com,-34.7309132291864,-51.2062454223632,0
CRAS,Anapurus,MA,Torre,Rua Maria Pires Leite,65525000,socialanapurus@outlook.com,-3.672e-11,-4.3116e-10,0
CRAS Centro de Referência de Assistência Social,Anastácio,MS,Centro,Ragalzi,79210000,crasanastacio.2017@gmail.com,-20.7035544778183,-557.611727714538,0
CRAS CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL,Anaurilândia,MS,JARDIM ESPERANÇA,KASSUSSIQUE UMADA,79770000,crasanaurilandia2017@outlook.com,-2.21767946466931,-52.7227449417114,450
CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL,Anchieta,SC,CENTRO,Caçador,89970000,cras@anchieta.sc.gov.br,-265.369371352656,-533.349967002868,25
CRAS CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,Anchieta,ES,NOVA ESPERANÇA,ESTRADA ANCHIETA JABAQUARA,29230000,crasanchieta@hotmail.com,-20.689854732137,-40.679320693016,0
CRAS DE LIMEIRA - Centro de Referência de Assistência Social,Anchieta,ES,Limeira,Principal,29230000,socialpma@hotmail.com,-206.920527966562,-406.78939819335903,0
CRAS - Rosalina Mendes dos Santos,Andaraí,BA,Alto do Ibirapitanga,9,46830000,andaraisocial@gmail.com,-127.927184028762,-41.33056640625,0
CRAS CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,Andirá,PR,JARDIM VÉSPER,ERASMO CANHOTO,86380000,cras.andira@yahoo.com.br,-230.515397958714,-502.33869552612305,195
CRAS - MEDRADO,Andorinha,BA,MEDRADO,CARLOS HUMBERTO,48990000,crasmedrado@hotmail.com,-1.03006939e-06,-3.9764938e-07,0
CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL CRAS/PAIF - SEDE,Andorinha,BA,CENTRO,RIO DE JANEIRO,48990000,crasandorinha@hotmail.com,-1.0345e-10,-3.9833e-10,0
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL CLEIDA NAZARÉ DE PONTES,Andradas,MG,Horto,Argemiro Pereira de Oliveira,37795000,supervisao.cras@andradas.mg.gov.br,-22.0830351823229,-46.5809369087219,0
CRAS IV,Andradina,SP,Stella Maris,Minas Gerais,16901145,cras4.andradina@hotmail.com,-20.8923539573549,-513.774561882019,668
CRAS I,Andradina,SP,Vila Rica,PEREIRA BARRETO,16901304,cras.andradina@hotmail.com,-20.8964334409041,-51.3722419738769,1740
CRAS III,Andradina,SP,Benfica,Rua Monsenhor Vitor Assuiti,16900000,cras3@andradina.sp.gov.br,-209.112118696443,-51.3737118244171,2004
CRAS II,Andradina,SP,Centro,nove de julho,16900030,cras2@outlook.com,-20.8999314846758,-51.3859558106196,911
CRAS  TERESA NEUMAN ALVES PEREIRA CARVALHO,Andrelândia,MG,SANTOS DUMONT,AIURUOCA,37300000,cras01@andrelandia.mg.gov.br,-217.449111283198,-44.3138265609741,683
JOSE MARIA MEIRELES DE CARVALHO,Andrelândia,MG,BELO HORIZONTE II,JOSE SERGIO BASILIO,37300000,crasandrelandia@dreamnet.com.br,-217.30998758506,-44.3100500106811,45
CRAS Centro de Referencia de Assistencia Social,André da Rocha,RS,Centro,BUARQUE DE MACEDO,95310000,cras@andredarocha.rs.gov.br,-28.6313907714737,-515.726137161254,1600
CRAS CASA DAS FAMÍLIAS,Angelim,PE,CENTRO,MANOEL MAIA,55430000,crasangelim1@yahoo.com.br,-88.9155886207024,-36.2860125303268,0
CRAS COLMEIA,Angelina,SC,CENTRO,José Coelho Neto,88460000,cras@angelina.sc.gov.br,-275.816523993411,-48.9844107627868,43
CRAS,Angelândia,MG,Centro,Elza Paiva da Luz,39685000,crasangelandia@outlook.com,-17.7294345782566,-42.2678053379058,540
CRAS - CASA DA FAMILIA I,Angical,BA,NOVO ANGICAL,DESEMBARGADOR CLAUDIONOR RAMOS,47960000,angicalsas@hotmail.com,-12.0036215058362,-44.6976292133331,2
CRAS - CASA DA FAMILIA II,Angical,BA,Travessa Francisco Penha,MISSAO DE ARICOBE,47960000,engraciacarvalho2011@hotmail.com,-120.661074720288,-44.4656503200531,9
CRAS CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,Angical do Piauí,PI,centro,Rua Antonio Gomes,64410000,assistenciasocialangical@hotmail.com,-60.8674631620783,-42.7405714988708,0
CRAS CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,Angico,TO,CENTRO,DO COMERCIO,77905000,crasangico1219@outlook.com,-6.38938480807483,-47.8633546829223,0
CRAS CASA DAS FAMILIAS,Angicos,RN,ALTO DO TRIANGULO,TENENTE LOPES VIEGA,59515000,crasangicos@hotmail.com,-56.6904977046836,-366.002869606018,17
CRAS Centro,Angra dos Reis,RJ,Centro,Almirante Júlio Cesar de Noronha,23932660,crascentro@angra.rj.gov.br,-23.0104899932996,-443.216639757156,122
CRAS Nova Angra,Angra dos Reis,RJ,Nova Angra,Itaguaí,23933115,crasnovaangra@angra.rj.gov.br,-229.751371647322,-44.2907166481018,354
CRAS Monsuaba,Angra dos Reis,RJ,Monsuaba,Manoel de Souza Lima,23916075,crasmonsuaba@angra.rj.gov.br,-230.096357876992,-4.42200243473053,248
CRAS Belém,Angra dos Reis,RJ,Belém,Rodovia Governador Mario Covas,23933005,crasbelem@angra.rj.gov.br,-229.6487377845,-44.2991280555725,96
CRAS Parque Mambucaba,Angra dos Reis,RJ,Parque Mambucaba,Rua Limeira,23955385,crasmambucaba@angra.rj.gov.br,-23.0097296024515,-44.529765844345,96
CRAS Frade,Angra dos Reis,RJ,Frade,Silva Travassos,23946035,crasfrade@angra.rj.gov.br,-229.624140061292,-4.44367790222168,288
CRAS Bracuí,Angra dos Reis,RJ,Bracuhy,Três Amigos,23943150,crasbracui@angra.rj.gov.br,-229.314407567504,-44.3927478790283,32
CRAS Campo Belo,Angra dos Reis,RJ,Campo Belo,das Margaridas,23932660,crascampobelo@angra.rj.gov.br,-229.850244445892,-443.01391839981,21
CRAS,Anguera,BA,CENTRO,FILLIPE PEDREIRA BRANDÃO,44670000,csa.kau@hotmail.com,-12.1512768674589,-392.46211051940895,18
CRAS ESPERANÇA,Angélica,MS,IMPERIAL,ANTONIO BASILIO DE LIMA,79785000,cras@angelicams.com.br,-221.617445655866,-5.37750506401062,410
CRAS - CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL,Anhanguera,GO,CENTRO,PROFESSORA JULIA DE BRITO,75770000,assistencia.anhg@gmail.com,-183.382319290801,-482.18328952789295,0
CRAS,Anhumas,SP,CENTRO,ANGELO SEREGUETTI,19580000,crasanhumas@hotmail.com,-22.2960403211912,-51.3849663734436,566
CRAS ANICUNS,Anicuns,GO,CENTRO,MOSSAMEDES ESQUINA COM RUA PALMEIRAS,76170000,crasanicuns@hotmail.com,-16.4575483190186,-49.9630737304687,0
CRAS Eloy Terezinha Lins Zampieri,Anita Garibaldi,SC,Centro,Ivoni Martins de Castilhos,88590000,sagradafamiliacras@yahoo.com.br,-27.6853141963513,-51.1329674720764,155
CRAS ANITÁPOLIS,Anitápolis,SC,CENTRO,MANOEL MORAES TEODORO,88475000,cras.anitapolis@gmail.com,-27.9030477669402,-49.1295719146728,287
CRAS - SÃO JOÃO,Anori,AM,SÃO JOÃO,PROFESSOR ALMIR,69440000,crasanori@outlook.com,-374.369982447308,-6.16585278515413,22
CRAS: Construindo o futuro das famílias,Anta Gorda,RS,Centro,DOUTOR CAMPOS,95980000,asocial@antagorda.rs.gov.br,-289.680487889736,-520.043849945068,340
CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,Antas,BA,CENTRO,SATURNINO NILO,48420000,secmasantas@yahoo.com.br,-1.04e-12,-3.8333e-10,0
CRAS - Centro de Referência de Assistência Social,Antonina do Norte,CE,Serraria I,ANANIAS DE MATOS ARRAIS,63570000,crasantonina_ce@hotmail.com,-67.7392931762203,-39.9813669919967,250
CRAS - MAE PRETA (ANTONIA MUNIZ DA COSTA),Antônio Almeida,PI,CENTRO,JOÃO CLÍMACO DE ALMEIDA,64855000,assistenciasocialaa01@hotmail.com,-72.1903277723555,-441.983306407928,0
CRAS CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,Antônio Cardoso,BA,Centro,Poeta Bule-Bule,44180000,sasantoniocardoso@hotmail.com,-1.2435e-10,-3.912e-11,0
CRAS,Antônio Carlos,SC,Centro,6 de novembro,88180000,assistenciasocial@antoniocarlos.sc.gov.br,-275.204891234152,-48.7670445442199,260
CRAS,Antônio Carlos,MG,SAGRADA FAMÍLIA,CORONEL JOSÉ GONÇALVES DE ARAÚJO,36220000,smas@municipioantoniocarlos.mg.gov.br,-21.3243119487396,-43.7514066704898,231
CRAS - Bem Viver,Antônio Dias,MG,Centro,Carvalho de Brito,35177000,cras_ad@hotmail.com,-196.505496841462,-42.8705835342407,80
Casa da Familia,Antônio Gonçalves,BA,Centro,Lomanto Junior,44780000,crasantoniogoncalves@gmail.com,-10.570994789807,-40.2753102779388,32
CRAS - Centro de Referência de Assitência Social,Antônio João,MS,Vila Penzo,VEREADOR ARTUR DE OLIVEIRA,79910000,cras@antoniojoao.ms.gov.br,-2.21906237016146,-559.554505348205,1490
CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,Antônio Martins,RN,CENTRO,Praça Boa Esperança,59870000,crasantoniomartins@rn.gov.br,-62.164683748879,-378.91952991485505,0
CRAS CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL ANTONIO OLINTO,Antônio Olinto,PR,CENTRO,RUA EDGAR TRAIN SCHAFFAUSER,83980000,cras_antoniolinto@hotmail.com,-25.9859196266424,-50.1959753036499,0
CRAS DORVALINO AFONSO DE NALE,Antônio Prado,RS,FÁTIMA,7 DE SETEMBRO,95250000,assistenciasocial@antonioprado.rs.gov.br,-288.450871795347,-51.2705755233764,976
CRAS Prefeito Jose Levindo Fumian,Antônio Prado de Minas,MG,Centro,Prefeito Eurípedes Carlos de Abreu,36850000,servicosocial2023apmmg@gmail.com,-210.180352083355,-4.21112608909607,120
CRAS Leste Unidade II,Anápolis,GO,Filostro,Antonio de Souza Franca,75000000,novocrasleste@anapolis.go.gov.br,-1.63147528e-06,-4.89025244e-06,0
CRAS Norte,Anápolis,GO,Vila Norte,"Av. do Estado, 2",75085310,crasnorte@anapolis.go.gov.br,-1.6327e-10,-4.8953e-10,0
